date,data_type,sd,value
2021-02-08,Non-B117,133.4476644447352,470.08736643727974
2021-02-09,B117,126.80758296444407,597.7161004279483
2021-02-09,Non-B117,131.91746379482242,436.1073007290378
2021-02-10,B117,133.42802010236906,620.4933389157704
2021-02-10,Non-B117,136.2883218907698,404.32793298506436
2021-02-11,B117,139.29542142860248,645.8233171266294
2021-02-11,Non-B117,150.42932602693784,374.0552918117086
2021-02-12,B117,141.8431140283965,673.2044167611358
2021-02-12,Non-B117,176.59856274987422,345.64562289091396
2021-02-13,B117,145.51261214138333,702.2008115248467
2021-02-13,Non-B117,197.86310183881744,318.037103542628
2021-02-14,B117,153.4140133048444,732.6520556121011
2021-02-14,Non-B117,204.27648613609466,289.32382625697284
2021-02-15,B117,162.81161942585092,764.8034610327077
2021-02-15,Non-B117,198.10376225793433,261.1483399738424
2021-02-16,B117,173.1073194067816,799.0880834599382
2021-02-16,Non-B117,173.20731286969908,235.09459246672387
2021-02-17,B117,181.0106302382759,833.2338584412378
2021-02-17,Non-B117,126.49516303676856,211.0566890503554
2021-02-18,B117,185.44717037583808,865.4898970774414
2021-02-18,Non-B117,86.54944011017633,191.83247819361026
2021-02-19,B117,185.98370769945072,904.7347973185296
2021-02-19,Non-B117,69.66533142088065,178.359053865941
2021-02-20,B117,182.14961450522526,952.5080031440644
2021-02-20,Non-B117,63.43822245524897,167.71325869397543
2021-02-21,B117,187.00084742186814,999.8321414900342
2021-02-21,Non-B117,60.189117463958354,159.0481102948625
2021-02-22,B117,200.35670363211548,1047.0052011062005
2021-02-22,Non-B117,55.6842721518347,152.51727355339813
2021-02-23,B117,221.15923678438708,1098.2177973163732
2021-02-23,Non-B117,52.48746409079061,146.18690330408904
2021-02-24,B117,250.0704933753603,1150.0949340287937
2021-02-24,Non-B117,52.33746050621318,139.67832189083848
2021-02-25,B117,285.22288313452935,1202.466595888209
2021-02-25,Non-B117,55.29344792206554,133.23205156495897
2021-02-26,B117,325.2782651177111,1256.8204140904284
2021-02-26,Non-B117,60.912499472631005,125.73940453016924
2021-02-27,B117,367.91597054354537,1311.746292027677
2021-02-27,Non-B117,68.0683377168913,117.49980087271526
2021-02-28,B117,413.7534394019408,1368.611409601473
2021-02-28,Non-B117,76.10556291038166,109.32539134733977
2021-03-01,B117,462.7550349608002,1427.3454253857801
2021-03-01,Non-B117,84.5872453816942,100.72297772301293
