date,data_type,estimate_type,median_R_mean,median_R_highHPD,median_R_lowHPD
2020-12-17,Non-B117,Cori_slidingWindow,0.9786644916677889,1.3781823657162795,0.5791466176192983
2020-12-18,Non-B117,Cori_slidingWindow,0.8934399200775531,1.316058909268716,0.47082093088639015
2020-12-19,Non-B117,Cori_slidingWindow,0.8557555174017333,1.2489715415701614,0.4625394932333051
2020-12-20,Non-B117,Cori_slidingWindow,0.8507925123855561,1.1844064196056878,0.5171786051654244
2020-12-21,Non-B117,Cori_slidingWindow,0.8683667579837225,1.1337958552092982,0.602937660758147
2020-12-22,Non-B117,Cori_slidingWindow,0.9003424127696973,1.1266560191393165,0.6740288064000781
2020-12-23,Non-B117,Cori_slidingWindow,0.9381582478448905,1.2174216513747353,0.6588948443150457
2020-12-24,Non-B117,Cori_slidingWindow,0.9719401496728748,1.3668016644787488,0.5770786348670007
2020-12-25,Non-B117,Cori_slidingWindow,0.9924020993751091,1.467363711121184,0.5174404876290345
2020-12-26,Non-B117,Cori_slidingWindow,0.995207640507698,1.4727687996597414,0.5176464813556546
2020-12-27,Non-B117,Cori_slidingWindow,0.9822090547679869,1.4100134899601926,0.5544046195757812
2020-12-28,Non-B117,Cori_slidingWindow,0.9579639952051759,1.312626923598657,0.6033010668116949
2020-12-29,Non-B117,Cori_slidingWindow,0.9288090957282596,1.2178216034633533,0.6397965879931661
2020-12-30,Non-B117,Cori_slidingWindow,0.8990797535032755,1.184091976917781,0.6140675300887702
2020-12-31,Non-B117,Cori_slidingWindow,0.8685756654263815,1.3695362724762266,0.3676150583765365
2021-01-01,Non-B117,Cori_slidingWindow,0.8362413999121996,1.6373112417022866,0.03517155812211248
2021-01-02,Non-B117,Cori_slidingWindow,0.8048266199435574,1.5065391910212333,0.10311404886588149
2021-01-03,Non-B117,Cori_slidingWindow,0.7796852056830144,1.2465995364304818,0.3127708749355469
2021-01-04,Non-B117,Cori_slidingWindow,0.763673987175555,1.0869659260129918,0.4403820483381181
2021-01-05,Non-B117,Cori_slidingWindow,0.7556695195492065,1.0179830595068795,0.49335597959153354
2021-01-06,Non-B117,Cori_slidingWindow,0.7555141169819769,1.011449634878447,0.4995785990855068
2021-01-07,Non-B117,Cori_slidingWindow,0.76313609965069,1.1328231416139805,0.39344905768739946
2021-01-08,Non-B117,Cori_slidingWindow,0.7772683040671594,1.51723053507868,0.03730607305563882
2021-01-09,Non-B117,Cori_slidingWindow,0.7951786960944418,1.6360275269606506,0
2021-01-10,Non-B117,Cori_slidingWindow,0.8144339932083509,1.4012978079185394,0.2275701784981623
2021-01-11,Non-B117,Cori_slidingWindow,0.8343078905664179,1.2296639038583075,0.43895187727452817
2021-01-12,Non-B117,Cori_slidingWindow,0.854039242798238,1.155773199028963,0.552305286567513
2021-01-13,Non-B117,Cori_slidingWindow,0.8719256667901774,1.1458644951881791,0.5979868383921756
2021-01-14,Non-B117,Cori_slidingWindow,0.8847636438818682,1.2809550423902627,0.4885722453734737
2021-01-15,Non-B117,Cori_slidingWindow,0.8904371441602278,1.9301892771663485,0
2021-01-16,Non-B117,Cori_slidingWindow,0.890195718853125,2.517319330356155,0
2021-01-17,Non-B117,Cori_slidingWindow,0.8869258658653474,1.9921733389486502,0
2021-01-18,Non-B117,Cori_slidingWindow,0.8819684351206843,1.4507620548614484,0.3131748153799202
2021-01-19,Non-B117,Cori_slidingWindow,0.8750431320675639,1.2076228144661922,0.5424634496689356
2021-01-20,Non-B117,Cori_slidingWindow,0.8673268251172452,1.1543286352188529,0.5803250150156376
2021-01-21,Non-B117,Cori_slidingWindow,0.861038740110826,1.2748743747915792,0.4472031054300729
2021-01-22,Non-B117,Cori_slidingWindow,0.8568726129033664,1.8551695864831959,0
2021-01-23,Non-B117,Cori_slidingWindow,0.8530519175140923,2.177182586401404,0
2021-01-24,Non-B117,Cori_slidingWindow,0.8483521739004004,1.682527652304739,0.014176695496061709
2021-01-25,Non-B117,Cori_slidingWindow,0.8438723980687296,1.2900954161732185,0.3976493799642406
2021-01-26,Non-B117,Cori_slidingWindow,0.8407149743571893,1.1269921710540696,0.5544377776603091
2021-01-27,Non-B117,Cori_slidingWindow,0.8384846146009215,1.0805308904582769,0.5964383387435662
2021-01-28,Non-B117,Cori_slidingWindow,0.8353167761468634,1.1986243326624664,0.47200921963126036
