date,data_type,sd,value
2021-01-30,B117,116.00682203808891,446.86231757418676
2021-01-30,Non-B117,364.18501581915643,855.4246786167591
2021-01-31,B117,122.07035486906787,454.4289998107011
2021-01-31,Non-B117,355.71905227053924,804.5009053506394
2021-02-01,B117,128.17434243321475,464.4411444873481
2021-02-01,Non-B117,332.61777929690396,757.6469919709665
2021-02-02,B117,132.68372238918553,475.9274907866271
2021-02-02,Non-B117,289.2379695763438,717.644000943331
2021-02-03,B117,133.35705149763984,487.7237432257912
2021-02-03,Non-B117,250.92998346650853,684.4784303525878
2021-02-04,B117,133.5485911437669,499.9009718155334
2021-02-04,Non-B117,236.2094472990177,653.6058836566481
2021-02-05,B117,136.71232987021259,517.0559162068411
2021-02-05,Non-B117,254.0772740328292,621.1930393334457
2021-02-06,B117,143.1836951233876,539.3584773592291
