date,data_type,estimate_type,median_R_mean,median_R_highHPD,median_R_lowHPD
2020-12-17,Non-B117,Cori_slidingWindow,0.977348635298498,1.4061731601732526,0.5485241104237435
2020-12-18,Non-B117,Cori_slidingWindow,0.8916362595365482,1.3542613469734444,0.4290111720996521
2020-12-19,Non-B117,Cori_slidingWindow,0.8515913964638663,1.3055946649485566,0.3975881279791759
2020-12-20,Non-B117,Cori_slidingWindow,0.8436429838404212,1.2542221036581298,0.43306386402271263
2020-12-21,Non-B117,Cori_slidingWindow,0.85986765814535715,1.2081053427939918,0.5116299734967225
2020-12-22,Non-B117,Cori_slidingWindow,0.8924414896445253,1.1962021834857235,0.5886807958033271
2020-12-23,Non-B117,Cori_slidingWindow,0.9307909446082944,1.238796854159337,0.6227850350572517
2020-12-24,Non-B117,Cori_slidingWindow,0.9632808310493584,1.3173941523047612,0.6091675097939555
2020-12-25,Non-B117,Cori_slidingWindow,0.9816788976735521,1.3825513383503698,0.5808064569967344
2020-12-26,Non-B117,Cori_slidingWindow,0.9837727274037004,1.3943080173123643,0.5732374374950364
2020-12-27,Non-B117,Cori_slidingWindow,0.9711054725116336,1.3525311169209568,0.5896798281023102
2020-12-28,Non-B117,Cori_slidingWindow,0.9488682710784208,1.2862451552095324,0.6114913869473092
2020-12-29,Non-B117,Cori_slidingWindow,0.9220577006812433,1.2275649558143267,0.6165504455481599
2020-12-30,Non-B117,Cori_slidingWindow,0.8922772284512324,1.2159848940921216,0.5685695628103431
2020-12-31,Non-B117,Cori_slidingWindow,0.8606070709252198,1.4114299723806685,0.30978416946977105
2021-01-01,Non-B117,Cori_slidingWindow,0.8303355958601507,1.7164962120002287,0
2021-01-02,Non-B117,Cori_slidingWindow,0.8049483033465243,1.6098368366187628,5.977007428592529e-5
2021-01-03,Non-B117,Cori_slidingWindow,0.785550008215551,1.3231189405687738,0.2479810758623282
2021-01-04,Non-B117,Cori_slidingWindow,0.7721430611860765,1.1515755552181304,0.39271056715402264
2021-01-05,Non-B117,Cori_slidingWindow,0.767512266588979,1.0958789142450862,0.4391456189328717
2021-01-06,Non-B117,Cori_slidingWindow,0.7733583093367433,1.144783016203388,0.4019336024700985
2021-01-07,Non-B117,Cori_slidingWindow,0.7872682513531603,1.3075070119388732,0.2670294907674473
2021-01-08,Non-B117,Cori_slidingWindow,0.805330825559132,1.5818639817587417,0.028797669359522438
2021-01-09,Non-B117,Cori_slidingWindow,0.8245688858277993,1.6169207019620635,0.032217069693534994
2021-01-10,Non-B117,Cori_slidingWindow,0.843938797187424,1.4139413140404153,0.27393628033443274
2021-01-11,Non-B117,Cori_slidingWindow,0.8623652837327037,1.2663526450553726,0.4583779224100349
2021-01-12,Non-B117,Cori_slidingWindow,0.8788852080861078,1.1995023449773758,0.5582680711948399
2021-01-13,Non-B117,Cori_slidingWindow,0.8919791363248983,1.2174855705899568,0.5664727020598399
2021-01-14,Non-B117,Cori_slidingWindow,0.8991776384376321,1.3743137078500025,0.42404156902526163
2021-01-15,Non-B117,Cori_slidingWindow,0.8979914485063515,1.5195253796248684,0.27645751738783453
2021-01-16,Non-B117,Cori_slidingWindow,0.8884032280823472,1.4634416814908358,0.3133647746738586
2021-01-17,Non-B117,Cori_slidingWindow,0.8735563628457471,1.3335121737075442,0.4136005519839502
2021-01-18,Non-B117,Cori_slidingWindow,0.858605980520892,1.2365082115052792,0.4807037495365047
2021-01-19,Non-B117,Cori_slidingWindow,0.8472410659848724,1.1896908097479681,0.5047913222217766
2021-01-20,Non-B117,Cori_slidingWindow,0.8395850649977183,1.1957099562470006,0.48346017374843603
2021-01-21,Non-B117,Cori_slidingWindow,0.8343346714788381,1.3677040665259579,0.30096527643171844
2021-01-22,Non-B117,Cori_slidingWindow,0.8302000113258944,1.7918923635345985,0
2021-01-23,Non-B117,Cori_slidingWindow,0.8266668995059611,1.976296111085471,0
2021-01-24,Non-B117,Cori_slidingWindow,0.8229358793108438,1.5955124895988684,0.050359269022819064
2021-01-25,Non-B117,Cori_slidingWindow,0.8179768939720812,1.2778334235294158,0.3581203644147465
2021-01-26,Non-B117,Cori_slidingWindow,0.8107903684737136,1.1398944869181589,0.4816862500292683
2021-01-27,Non-B117,Cori_slidingWindow,0.8008164572129779,1.105931132430517,0.49570178199543874
2021-01-28,Non-B117,Cori_slidingWindow,0.7897309335083469,1.3027204838891975,0.2767413831274963
2021-01-29,Non-B117,Cori_slidingWindow,0.7798906708912627,1.9110232321588854,0
2021-01-30,Non-B117,Cori_slidingWindow,0.7713424081773232,2.0588018311588066,0
2021-01-31,Non-B117,Cori_slidingWindow,0.7628687069716507,1.5430917412776692,0
2021-02-01,Non-B117,Cori_slidingWindow,0.7553039953515686,1.185287716134909,0.32532027456822815
2021-02-02,Non-B117,Cori_slidingWindow,0.7519754238890117,1.061402609376811,0.4425482384012126
2021-02-03,Non-B117,Cori_slidingWindow,0.7535650005271688,1.0296401926957912,0.47748980835854643
2021-02-04,Non-B117,Cori_slidingWindow,0.7567949896627786,1.0443618547354103,0.46922812459014673
2021-02-05,Non-B117,Cori_slidingWindow,0.7597554190790409,1.3567152045880542,0.16279563357002758
2021-02-06,Non-B117,Cori_slidingWindow,0.7632722748329841,1.8861471447143736,0
2021-02-07,Non-B117,Cori_slidingWindow,0.7690177696339423,1.6262039752950987,0
2021-02-08,Non-B117,Cori_slidingWindow,0.7774560829003084,1.2484866866725457,0.3064254791280712
2021-02-09,Non-B117,Cori_slidingWindow,0.789671675928983,1.1152062787255346,0.46413707313243147
