date,data_type,sd,value
2020-12-09,Non-B117,645.3630073386975,1725.011797214062
2020-12-10,Non-B117,941.2853977745821,2126.34924298926
2020-12-11,Non-B117,1371.6466276732774,2616.1361132466745
2020-12-12,Non-B117,1849.8206022746508,3160.73467401754
2020-12-13,Non-B117,2058.9646911375607,3617.7445873069014
2020-12-14,B117,1.2432371190056184,3.4170213246969086
2020-12-14,Non-B117,1907.4587385255068,3927.2555594871487
2020-12-15,B117,1.4117589130435002,4.0452696514401945
2020-12-15,Non-B117,1665.2751602396672,4130.755624925994
2020-12-16,B117,1.5840832475322615,4.846045306379268
2020-12-16,Non-B117,1446.4020303608906,4221.327255236118
2020-12-17,B117,1.779865649408615,5.8876367999617845
2020-12-17,Non-B117,1422.8052687425231,4231.295249180001
2020-12-18,B117,2.1069346932426796,7.065887755614803
2020-12-18,Non-B117,1553.2989334775473,4205.122217639613
2020-12-19,B117,2.5668451472777853,8.494753241759332
2020-12-19,Non-B117,1647.9182409153666,4101.001836491608
2020-12-20,B117,3.188435749000016,10.205222595993364
2020-12-20,Non-B117,1647.0723006350752,3939.9638171643855
2020-12-21,B117,3.785713049497957,12.050736326260175
2020-12-21,Non-B117,1494.4793980145348,3772.9763895216493
2020-12-22,B117,4.237863060841404,14.09500353184432
2020-12-22,Non-B117,1289.004903787736,3625.7590116499186
2020-12-23,B117,4.805395200380371,16.434028248305527
2020-12-23,Non-B117,1229.0375791935214,3506.225297772183
2020-12-24,B117,5.5254888038099645,19.468140045896355
2020-12-24,Non-B117,1329.7129645630428,3399.6649573441055
2020-12-25,B117,6.514813670185346,23.323015731436396
2020-12-25,Non-B117,1499.6502938736764,3293.2877077595917
2020-12-26,B117,8.003945304630681,27.703115181809103
2020-12-26,Non-B117,1661.6514891019553,3187.788654575453
2020-12-27,B117,9.545161548937203,32.512987845075976
2020-12-27,Non-B117,1672.081185234485,3086.0309275984496
2020-12-28,B117,10.919971195430247,37.897653490827096
2020-12-28,Non-B117,1555.5174493693708,2989.5823373065855
2020-12-29,B117,12.593141032289768,43.944001658363916
2020-12-29,Non-B117,1415.1705439131542,2900.4096979488395
2020-12-30,B117,13.89297159470005,51.47481022232493
2020-12-30,Non-B117,1240.8527767748092,2806.2366884351477
2020-12-31,B117,15.398403180928735,60.32959894458637
2020-12-31,Non-B117,1025.3558290782992,2690.8353157586052
2021-01-01,B117,17.932236437676927,70.9633645051783
2021-01-01,Non-B117,976.0960847623656,2566.1906537609484
2021-01-02,B117,21.7220918126729,84.22991970707552
2021-01-02,Non-B117,1012.1160429329273,2444.0363873009564
2021-01-03,B117,27.256617824251748,99.35925046572096
2021-01-03,Non-B117,984.6750265481694,2319.5159150350464
2021-01-04,B117,32.4635579261305,114.67354170382016
2021-01-04,Non-B117,920.5831311744865,2199.307954747493
2021-01-05,B117,36.07518873056401,129.99259761196913
2021-01-05,Non-B117,836.7842488312542,2092.785449283115
2021-01-06,B117,40.40165109541234,146.88669202403645
2021-01-06,Non-B117,738.7780486555979,2004.2940082746823
2021-01-07,B117,45.00730070203544,165.58400123326038
2021-01-07,Non-B117,729.1573891702326,1937.864092410907
2021-01-08,B117,48.74269692079648,185.21755098957806
2021-01-08,Non-B117,809.6601988886662,1876.1699655454277
2021-01-09,B117,53.55434748705068,205.98066186246731
2021-01-09,Non-B117,902.4944649928808,1807.4317439399856
2021-01-10,B117,59.47617352259217,226.41665150245618
2021-01-10,Non-B117,887.0293614015263,1737.7380154751493
2021-01-11,B117,65.47309202195893,246.2941253704639
2021-01-11,Non-B117,807.2312605400912,1677.962423230372
2021-01-12,B117,70.49579320546505,265.5481641663814
2021-01-12,Non-B117,741.2862198160173,1630.0594381487804
2021-01-13,B117,72.47990258141127,282.83209945831203
2021-01-13,Non-B117,668.5298426244734,1584.838528043511
2021-01-14,B117,74.69247930256338,298.7814161831395
2021-01-14,Non-B117,553.9404897798994,1539.5436244807618
2021-01-15,B117,78.79638858421121,315.34244438953436
2021-01-15,Non-B117,504.5303838479807,1497.7410783618036
2021-01-16,B117,83.76325716132125,333.07796230725046
2021-01-16,Non-B117,514.2839648868397,1456.0081104051937
2021-01-17,B117,90.3669219630143,350.8628806164291
2021-01-17,Non-B117,494.8750092902739,1408.869901509784
2021-01-18,B117,97.15564114815622,366.008885291812
2021-01-18,Non-B117,462.6115178567691,1358.8014092930975
2021-01-19,B117,101.19099897417277,377.6742074469266
2021-01-19,Non-B117,427.42253409989564,1310.3414545372432
2021-01-20,B117,104.73198201041146,387.7633562586671
2021-01-20,Non-B117,389.43571982626275,1267.6249170000608
2021-01-21,B117,107.28732924611508,397.92017964874805
2021-01-21,Non-B117,397.9873758724112,1232.03662706304
2021-01-22,B117,108.9647854491921,407.01708255391827
2021-01-22,Non-B117,446.90165098159275,1196.581039831855
2021-01-23,B117,113.89075026015398,415.27466716819055
2021-01-23,Non-B117,479.78000582292947,1152.940906589836
2021-01-24,B117,119.12214275274351,423.5213875596293
2021-01-24,Non-B117,479.8728342714113,1102.7118221404082
2021-01-25,B117,122.00327327780693,430.96955255312156
2021-01-25,Non-B117,450.61841500885254,1053.6576361906857
2021-01-26,B117,122.70459558274457,437.2751639929189
2021-01-26,Non-B117,405.1435624943428,1011.3892306892121
2021-01-27,B117,120.50491397950726,441.88578222614666
2021-01-27,Non-B117,377.28597957802236,976.9362780378906
2021-01-28,B117,117.18316875873454,444.09003385052546
2021-01-28,Non-B117,382.96773052071757,944.2275462819663
2021-01-29,B117,116.29523910513844,446.7449095513716
2021-01-29,Non-B117,419.30745692212764,906.2763592021939
2021-01-30,B117,118.40683649735556,452.5703935787195
2021-01-30,Non-B117,452.03307303245043,862.8398314698602
2021-01-31,B117,123.25436891756875,460.9562925730771
2021-01-31,Non-B117,444.433188738702,817.8295330325636
2021-02-01,B117,128.72832343246262,469.24265256508056
2021-02-01,Non-B117,427.9869057236132,774.176788866554
2021-02-02,B117,132.3547112354679,477.8254131263243
2021-02-02,Non-B117,391.6006504242386,732.2416791946176
2021-02-03,B117,134.65753331529058,490.24883156912443
2021-02-03,Non-B117,322.26460991432884,691.5286342297107
2021-02-04,B117,134.22568641942155,505.96778406496026
2021-02-04,Non-B117,268.3687604893364,654.0767325520461
2021-02-05,B117,136.0425525735664,523.465657579541
2021-02-05,Non-B117,253.0563558699489,618.8862393669756
2021-02-06,B117,143.3670421549688,543.1589932860192
2021-02-06,Non-B117,255.12264583510813,583.3866505946407
2021-02-07,B117,153.87695507649752,566.794230366189
2021-02-07,Non-B117,259.9398073078906,549.3764788889457
2021-02-08,B117,166.11334136405517,595.0101334383826
2021-02-08,Non-B117,258.74216901077057,519.7890454829902
2021-02-09,B117,176.4498225727768,623.717118662671
2021-02-09,Non-B117,243.37828172781926,495.3154195310422
2021-02-10,B117,180.3692420355272,649.8819479168138
2021-02-10,Non-B117,224.33959820353178,476.1363662663169
2021-02-11,B117,184.04891701604726,676.4198580433595
2021-02-11,Non-B117,207.58983568468844,459.4965256766879
