date,year,week,region,cases
2021-03-07,2021,9,Grossregion Tessin,23
2021-03-07,2021,9,Grossregion Zurich,113
2021-03-07,2021,9,Lake Geneva region,167
2021-03-07,2021,9,Ostschweiz,54
2021-03-08,2021,10,Central Switzerland,163
2021-03-08,2021,10,Espace Mittelland,279
2021-03-08,2021,10,Grossregion Nordwestschweiz,204
2021-03-08,2021,10,Grossregion Tessin,98
2021-03-08,2021,10,Grossregion Zurich,264
2021-03-08,2021,10,Lake Geneva region,456
2021-03-08,2021,10,Ostschweiz,238
2021-03-09,2021,10,Central Switzerland,154
2021-03-09,2021,10,Espace Mittelland,240
2021-03-09,2021,10,Grossregion Nordwestschweiz,190
2021-03-09,2021,10,Grossregion Tessin,77
2021-03-09,2021,10,Grossregion Zurich,223
2021-03-09,2021,10,Lake Geneva region,342
2021-03-09,2021,10,Ostschweiz,162
2021-03-10,2021,10,Central Switzerland,111
2021-03-10,2021,10,Espace Mittelland,258
2021-03-10,2021,10,Grossregion Nordwestschweiz,225
2021-03-10,2021,10,Grossregion Tessin,80
2021-03-10,2021,10,Grossregion Zurich,232
2021-03-10,2021,10,Lake Geneva region,346
2021-03-10,2021,10,Ostschweiz,136
2021-03-11,2021,10,Central Switzerland,122
2021-03-11,2021,10,Espace Mittelland,229
2021-03-11,2021,10,Grossregion Nordwestschweiz,188
2021-03-11,2021,10,Grossregion Tessin,76
2021-03-11,2021,10,Grossregion Zurich,205
2021-03-11,2021,10,Lake Geneva region,376
2021-03-11,2021,10,Ostschweiz,142
2021-03-12,2021,10,Central Switzerland,129
2021-03-12,2021,10,Espace Mittelland,222
2021-03-12,2021,10,Grossregion Nordwestschweiz,169
2021-03-12,2021,10,Grossregion Tessin,68
2021-03-12,2021,10,Grossregion Zurich,210
2021-03-12,2021,10,Lake Geneva region,395
2021-03-12,2021,10,Ostschweiz,147
2021-03-13,2021,10,Central Switzerland,80
2021-03-13,2021,10,Espace Mittelland,152
2021-03-13,2021,10,Grossregion Nordwestschweiz,136
2021-03-13,2021,10,Grossregion Tessin,57
2021-03-13,2021,10,Grossregion Zurich,175
2021-03-13,2021,10,Lake Geneva region,250
2021-03-13,2021,10,Ostschweiz,71
2021-03-14,2021,10,Central Switzerland,63
2021-03-14,2021,10,Espace Mittelland,106
2021-03-14,2021,10,Grossregion Nordwestschweiz,101
2021-03-14,2021,10,Grossregion Tessin,47
2021-03-14,2021,10,Grossregion Zurich,139
2021-03-14,2021,10,Lake Geneva region,194
2021-03-14,2021,10,Ostschweiz,55
2021-03-15,2021,11,Central Switzerland,153
2021-03-15,2021,11,Espace Mittelland,338
2021-03-15,2021,11,Grossregion Nordwestschweiz,298
2021-03-15,2021,11,Grossregion Tessin,107
2021-03-15,2021,11,Grossregion Zurich,355
2021-03-15,2021,11,Lake Geneva region,448
2021-03-15,2021,11,Ostschweiz,216
2021-03-16,2021,11,Central Switzerland,146
2021-03-16,2021,11,Espace Mittelland,256
2021-03-16,2021,11,Grossregion Nordwestschweiz,248
2021-03-16,2021,11,Grossregion Tessin,88
2021-03-16,2021,11,Grossregion Zurich,281
2021-03-16,2021,11,Lake Geneva region,444
2021-03-16,2021,11,Ostschweiz,180
2021-03-17,2021,11,Central Switzerland,153
2021-03-17,2021,11,Espace Mittelland,356
2021-03-17,2021,11,Grossregion Nordwestschweiz,290
2021-03-17,2021,11,Grossregion Tessin,64
2021-03-17,2021,11,Grossregion Zurich,301
2021-03-17,2021,11,Lake Geneva region,494
2021-03-17,2021,11,Ostschweiz,168
2021-03-18,2021,11,Central Switzerland,137
2021-03-18,2021,11,Espace Mittelland,283
2021-03-18,2021,11,Grossregion Nordwestschweiz,219
2021-03-18,2021,11,Grossregion Tessin,97
2021-03-18,2021,11,Grossregion Zurich,266
2021-03-18,2021,11,Lake Geneva region,441
2021-03-18,2021,11,Ostschweiz,198
2021-03-19,2021,11,Central Switzerland,127
2021-03-19,2021,11,Espace Mittelland,266
2021-03-19,2021,11,Grossregion Nordwestschweiz,227
2021-03-19,2021,11,Grossregion Tessin,32
2021-03-19,2021,11,Grossregion Zurich,288
2021-03-19,2021,11,Lake Geneva region,435
2021-03-19,2021,11,Ostschweiz,162
2021-03-20,2021,11,Central Switzerland,101
2021-03-20,2021,11,Espace Mittelland,195
2021-03-20,2021,11,Grossregion Nordwestschweiz,155
2021-03-20,2021,11,Grossregion Tessin,81
2021-03-20,2021,11,Grossregion Zurich,195
2021-03-20,2021,11,Lake Geneva region,306
2021-03-20,2021,11,Ostschweiz,69
