date,data_type,sd,value
2020-12-09,Non-B117,756.0173208271915,1742.2153749991098
2020-12-10,Non-B117,1161.5377020361398,2204.479727837584
2020-12-11,Non-B117,1569.3183159885957,2672.7776856257638
2020-12-12,Non-B117,1953.2258523617757,3167.148745018249
2020-12-13,Non-B117,2158.364536397177,3628.5506822208076
2020-12-14,B117,1.2911471946079878,3.649151399262725
2020-12-14,Non-B117,2010.9954618084898,3941.569861406562
2020-12-15,B117,1.4185797729736394,4.40878421211288
2020-12-15,Non-B117,1777.9534358976434,4141.992258682373
2020-12-16,B117,1.604734382471726,5.264640880921601
2020-12-16,Non-B117,1594.1732682032416,4259.548454887745
2020-12-17,B117,1.8939784639083854,6.4077193632788685
2020-12-17,Non-B117,1408.9871583369734,4255.945080149979
2020-12-18,B117,2.3355429860602497,7.783776020770144
2020-12-18,Non-B117,1331.7310000894163,4189.5178039177845
2020-12-19,B117,2.804735181996595,9.250439710992833
2020-12-19,Non-B117,1258.4085241608682,4075.7190719150985
2020-12-20,B117,3.263432355911766,10.938247860491119
2020-12-20,Non-B117,1186.675663051938,3901.430331374817
2020-12-21,B117,3.8313775755357606,12.840596572453142
2020-12-21,Non-B117,1091.6614785122763,3725.517489745552
2020-12-22,B117,4.3160751102981365,15.17035381762969
2020-12-22,Non-B117,984.8932487615118,3573.018441637863
2020-12-23,B117,4.88823732949975,17.885449117575575
2020-12-23,Non-B117,963.3163136259924,3446.9722167801356
2020-12-24,B117,5.725589567327298,21.201800443428333
2020-12-24,Non-B117,1016.476575381926,3339.8205929141805
2020-12-25,B117,6.903807184778348,25.367017460724135
2020-12-25,Non-B117,1192.8066442774036,3255.556789364188
2020-12-26,B117,8.54182048958423,30.05037706290004
2020-12-26,Non-B117,1365.3300120904569,3179.7016937372587
2020-12-27,B117,10.001455637012402,35.00537671895876
2020-12-27,Non-B117,1431.8163373581676,3098.607454309504
2020-12-28,B117,11.513327254050903,40.54611988339108
2020-12-28,Non-B117,1406.911029646882,3005.2647373658497
2020-12-29,B117,13.114014398028186,47.393011220540075
2020-12-29,Non-B117,1247.974178273451,2901.596383491699
2020-12-30,B117,14.576390861301533,55.64509848893907
2020-12-30,Non-B117,1078.6752061735785,2810.4554344724706
2020-12-31,B117,16.831651635668628,64.94839412298761
2020-12-31,Non-B117,1010.2373721399387,2726.833490321272
2021-01-01,B117,19.85524452610411,76.1426383559731
2021-01-01,Non-B117,1008.5066334830694,2618.628775847601
2021-01-02,B117,23.907390669222327,89.21391201928762
2021-01-02,Non-B117,998.450651467701,2488.0913625835256
2021-01-03,B117,28.155676483012066,102.91092773628851
2021-01-03,Non-B117,901.791759937138,2350.9238739124853
2021-01-04,B117,31.49706644822195,117.36455243462756
2021-01-04,Non-B117,813.8819799572462,2215.9852062520445
2021-01-05,B117,34.60849476633819,133.0181569174108
2021-01-05,Non-B117,755.0903633086672,2097.8177506986444
2021-01-06,B117,38.533871977498045,150.36772954951613
2021-01-06,Non-B117,697.9794039217547,2000.6863768822566
2021-01-07,B117,43.0198047791265,169.38919894615637
2021-01-07,Non-B117,702.8807585237747,1925.137508631914
2021-01-08,B117,48.01371786828931,189.71357254389903
2021-01-08,Non-B117,759.6188536936559,1861.412138228011
2021-01-09,B117,54.799243953772105,211.38268919821576
2021-01-09,Non-B117,804.8240794521091,1796.4721713591753
2021-01-10,B117,61.08458650354868,231.3465527648843
2021-01-10,Non-B117,824.3994385743696,1728.9620300964816
2021-01-11,B117,66.88621548713189,250.6225430236981
2021-01-11,Non-B117,791.8973575377693,1666.8733970705466
2021-01-12,B117,72.035212409672,271.0384874940621
2021-01-12,Non-B117,710.5425269087203,1619.908763924514
2021-01-13,B117,73.97296583284292,290.19315562115065
2021-01-13,Non-B117,653.9963169600925,1589.2513786178324
2021-01-14,B117,76.31161343566204,308.338544857961
2021-01-14,Non-B117,638.1913730265624,1562.7590435811192
2021-01-15,B117,79.92339555238108,326.5882851702379
2021-01-15,Non-B117,707.1077557645515,1535.2507573138412
2021-01-16,B117,84.10984979114389,344.1601919240859
2021-01-16,Non-B117,763.9682379204683,1499.1739185308877
2021-01-17,B117,89.11683685615047,358.85096030439314
2021-01-17,Non-B117,762.190963230023,1453.4141811891566
2021-01-18,B117,92.70790076985078,370.90594817555007
2021-01-18,Non-B117,739.7339980831193,1400.9393267890453
2021-01-19,B117,95.6999643333936,381.77535141940325
2021-01-19,Non-B117,656.9686623360907,1347.4550422608233
2021-01-20,B117,97.48183475390438,393.31968687584776
2021-01-20,Non-B117,548.7817543583176,1301.5625275166174
2021-01-21,B117,98.20038274815138,403.4491783274615
2021-01-21,Non-B117,471.2842187898064,1258.2010562733458
2021-01-22,B117,101.02746555819007,411.24576523374975
2021-01-22,Non-B117,436.80544484875566,1208.9998000399587
2021-01-23,B117,104.53184124262292,418.50363228281105
2021-01-23,Non-B117,436.30664075208193,1155.621536744158
2021-01-24,B117,107.86482232541553,425.2679438654398
2021-01-24,Non-B117,404.223643336507,1102.4011756823659
2021-01-25,B117,110.77111775980588,431.5889940255507
2021-01-25,Non-B117,369.47429315239816,1050.2654539664798
2021-01-26,B117,112.82873048157639,438.632039823059
2021-01-26,Non-B117,340.89089586311417,1001.5198675564632
2021-01-27,B117,112.89348912637958,446.265477631811
2021-01-27,Non-B117,310.0874653756754,957.9926891768014
2021-01-28,B117,112.9430260291829,452.8585209338704
2021-01-28,Non-B117,310.92288238738286,922.2792462657386
2021-01-29,B117,115.37188021151087,461.364768354609
2021-01-29,Non-B117,344.26096748940864,885.7037470388203
